question_text,correct_option,nivel_dificultad,category,points,option_a,option_b,option_c
¿En qué año se fundó la ciudad de Tenochtitlán?,A,1,historia,10,1325,1400,1450
¿Cuál era el nombre del barco en el que Cristóbal Colón llegó a América?,A,1,historia,10,Santa María,Pinta,Niña
¿En qué año se firmó el Tratado de Tordesillas?,A,1,historia,10,1494,1500,1510
¿Quién fue el primer emperador romano?,A,1,historia,10,César Augusto,Julio César,Calígula
¿En qué año se firmó la Declaración de Independencia de Argentina?,A,1,historia,10,1816,1820,1830
¿Quién lideró la Revolución Cubana?,A,1,historia,10,Fidel Castro,Che Guevara,Raúl Castro
¿En qué año se llevó a cabo la Revolución Francesa?,A,1,historia,10,1789,1799,1809
¿Cuál fue la primera dinastía de Egipto?,A,1,historia,10,Dinastía Menes,Dinastía Thutmosis,Dinastía Ramsés
¿Quién fue el líder de la Revolución Mexicana?,A,1,historia,10,Emiliano Zapata,Pancho Villa,Porfirio Díaz
¿En qué año se fundó la ciudad de Washington D.C.?,A,1,historia,10,1790,1800,1810
¿Cuál fue la batalla final de las Guerras Napoleónicas?,A,1,historia,10,Batalla de Waterloo,Batalla de Leipzig,Batalla de Austerlitz
¿En qué año se firmó el Tratado de Guadalupe Hidalgo?,A,1,historia,10,1848,1850,1860
¿Quién fue el último zar de Rusia?,A,1,historia,10,Nicolás II,Alejandro II,Iván el Terrible
¿En qué año se inició la Revolución Industrial en Inglaterra?,A,1,historia,10,1760,1770,1780
¿Cuál fue el evento que marcó el inicio de la Edad Moderna?,A,1,historia,10,Caída de Constantinopla,Descubrimiento de América,Revolución Industrial
¿En qué año se firmó el Tratado de Paz de Westfalia?,A,1,historia,10,1648,1650,1660
¿Quién fue el líder de la Revolución China?,A,1,historia,10,Mao Zedong,Sun Yat-sen,Chiang Kai-shek
¿En qué año se llevó a cabo la Revolución de Octubre en Rusia?,A,1,historia,10,1917,1918,1920
¿Quién fue el emperador romano conocido como "El Filósofo"?,A,1,historia,10,Marcus Aurelius,Julio César,Nerón
¿En qué año se firmó el Tratado de Nanjing?,A,1,historia,10,1842,1850,1860
¿Cuál fue la primera guerra mundial en la historia?,A,1,historia,10,Guerra Franco-Prusiana,Guerra Civil Española,primera guerra mundial
¿Quién fue el líder de la independencia de la India?,A,1,historia,10,Mahatma Gandhi,Jawaharlal Nehru,Sardar Patel
¿En qué año se llevó a cabo la Revolución de Mayo en Argentina?,A,1,historia,10,1810,1820,1830
¿Cuál fue el último faraón de Egipto?,A,1,historia,10,Cleopatra,Nefertiti,Akenatón
¿En qué año se fundó la ciudad de Moscú?,A,1,historia,10,1147,1200,1250
¿Quién fue el primer emperador de China?,A,1,historia,10,Qin Shi Huang,Emperador Wu,Emperador Han
¿En qué año se firmó el Tratado de Brest-Litovsk?,A,1,historia,10,1918,1919,1920
¿Cuál fue el primer imperio mesopotámico?,A,1,historia,10,Akadio,Sumerio,Babilónico
¿En qué año se llevó a cabo la Revolución de Octubre en Rusia?,A,1,historia,10,1917,1918,1920
¿Quién fue el líder de la Revolución Cubana?,A,1,historia,10,Fidel Castro,Che Guevara,Raúl Castro
¿En qué año se fundó la ciudad de Washington D.C.?,A,1,historia,10,1790,1800,1810
¿Cuál fue la batalla final de las Guerras Napoleónicas?,A,1,historia,10,Batalla de Waterloo,Batalla de Leipzig,Batalla de Austerlitz
¿En qué año se firmó el Tratado de Guadalupe Hidalgo?,A,1,historia,10,1848,1850,1860
¿Quién fue el último zar de Rusia?,A,1,historia,10,Nicolás II,Alejandro II,Iván el Terrible
¿En qué año se inició la Revolución Industrial en Inglaterra?,A,1,historia,10,1760,1770,1780
¿Cuál fue el evento que marcó el inicio de la Edad Moderna?,A,1,historia,10,Caída de Constantinopla,Descubrimiento de América,Revolución Industrial
¿En qué año se firmó el Tratado de Paz de Westfalia?,A,1,historia,10,1648,1650,1660
¿Quién fue el líder de la Revolución China?,A,1,historia,10,Mao Zedong,Sun Yat-sen,Chiang Kai-shek
¿En qué año se llevó a cabo la Revolución de Octubre en Rusia?,A,1,historia,10,1917,1918,1920
¿Quién fue el emperador romano conocido como "El Filósofo"?,A,1,historia,10,Marcus Aurelius,Julio César,Nerón
¿En qué año se firmó el Tratado de Nanjing?,A,1,historia,10,1842,1850,1860
¿Cuál fue la primera guerra mundial en la historia?,A,1,historia,10,Guerra Franco-Prusiana,Guerra Civil Española,primera guerra mundial
¿Quién fue el líder de la independencia de la India?,A,1,historia,10,Mahatma Gandhi,Jawaharlal Nehru,Sardar Patel
¿En qué año se llevó a cabo la Revolución de Mayo en Argentina?,A,1,historia,10,1810,1820,1830
¿Cuál fue el último faraón de Egipto?,A,1,historia,10,Cleopatra,Nefertiti,Akenatón
¿En qué año se fundó la ciudad de Moscú?,A,1,historia,10,1147,1200,1250
¿Quién fue el primer emperador de China?,A,1,historia,10,Qin Shi Huang,Emperador Wu,Emperador Han
¿En qué año se firmó el Tratado de Brest-Litovsk?,A,1,historia,10,1918,1919,1920
¿Cuál fue el primer imperio mesopotámico?,A,1,historia,10,Akadio,Sumerio,Babilónico
¿En qué año se llevó a cabo la Revolución de Octubre en Rusia?,A,1,historia,10,1917,1918,1920
¿Quién fue el líder de la Revolución Cubana?,A,1,historia,10,Fidel Castro,Che Guevara,Raúl Castro
¿En qué año se fundó la ciudad de Washington D.C.?,A,1,historia,10,1790,1800,1810
¿Cuál fue la batalla final de las Guerras Napoleónicas?,A,1,historia,10,Batalla de Waterloo,Batalla de Leipzig,Batalla de Austerlitz
¿En qué año se firmó el Tratado de Guadalupe Hidalgo?,A,1,historia,10,1848,1850,1860
¿Quién fue el último zar de Rusia?,A,1,historia,10,Nicolás II,Alejandro II,Iván el Terrible
¿En qué año se inició la Revolución Industrial en Inglaterra?,A,1,historia,10,1760,1770,1780
¿Cuál fue el evento que marcó el inicio de la Edad Moderna?,A,1,historia,10,Caída de Constantinopla,Descubrimiento de América,Revolución Industrial
¿En qué año se firmó el Tratado de Paz de Westfalia?,A,1,historia,10,1648,1650,1660
¿Quién fue el líder de la Revolución China?,A,1,historia,10,Mao Zedong,Sun Yat-sen,Chiang
¿Cuál fue la primera dinastía china?,A,1,historia,10,Dinastía Xia,Dinastía Shang,Dinastía Zhou
¿En qué año tuvo lugar la Revolución Rusa?,A,1,historia,10,1917,1920,1930
¿Quién fue el fundador del Imperio Mongol?,A,1,historia,10,Genghis Khan,Kublai Khan,Attila
¿Cuál era la capital del Imperio Romano?,A,1,historia,10,Roma,Atenas,Alejandría
¿En qué año se firmó el Tratado de Versalles?,A,1,historia,10,1919,1920,1925
¿Quién lideró la independencia de la India?,A,1,historia,10,Mahatma Gandhi,Jawaharlal Nehru,Sardar Patel
¿En qué año se fundó la ciudad de Constantinopla?,A,1,historia,10,330,400,450
¿Cuál fue la primera batalla de la Guerra Civil Americana?,A,1,historia,10,Batalla de Fort Sumter,Batalla de Gettysburg,Batalla de Antietam
¿Quién fue el rey de Inglaterra durante la Revolución Gloriosa?,A,1,historia,10,Guillermo III,Carlos II,Jaime II
¿En qué año se fundó la Liga de las Naciones?,A,1,historia,10,1920,1930,1940
¿Quién era el líder de la Unión durante la Guerra Civil Americana?,A,1,historia,10,Abraham Lincoln,Ulysses S. Grant,Andrew Johnson
¿En qué año se celebró la Revolución Mexicana?,A,1,historia,10,1910,1920,1925
¿Cuál fue la batalla final de Napoleón Bonaparte?,A,1,historia,10,Batalla de Waterloo,Batalla de Austerlitz,Batalla de Leipzig
¿Quién fue el último faraón de Egipto?,A,1,historia,10,Cleopatra,Ptolomeo XV,Seti I
¿En qué año se proclamó la independencia de Estados Unidos?,A,1,historia,10,1776,1780,1790
¿Quién fue el fundador del Imperio Persa?,A,1,historia,10,Ciro el Grande,Dario I,Jamshid
¿En qué año se firmó la Declaración de Derechos de Estados Unidos?,A,1,historia,10,1791,1800,1810
¿Quién fue la última reina de Francia antes de la Revolución Francesa?,A,1,historia,10,María Antonieta,María Teresa,Luisa Isabel de Orleans
¿En qué año se fundó la ciudad de Tenochtitlán?,A,1,historia,10,1325,1400,1450
¿Cuál fue la última dinastía china?,A,1,historia,10,Dinastía Qing,Dinastía Ming,Dinastía Song
¿Quién lideró la Revolución Cubana?,A,1,historia,10,Fidel Castro,Che Guevara,Raúl Castro
¿En qué año se inició la primera guerra mundial?,A,1,historia,10,1914,1916,1918
¿Cuál fue la última batalla de Napoleón Bonaparte?,A,1,historia,10,Batalla de Waterloo,Batalla de Austerlitz,Batalla de Leipzig
¿Quién fue el primer emperador romano?,A,1,historia,10,César Augusto,Julio César,Claudio
¿En qué año terminó la segunda guerra mundial en Europa?,A,1,historia,10,1945,1947,1950
¿Cuál era el nombre original de San Petersburgo?,A,1,historia,10,Leningrado, Petrogrado, Tsárskoye Seló
¿Quién lideró la independencia de México?,A,1,historia,10,Miguel Hidalgo,José María Morelos,Vicente Guerrero
¿En qué año se fundó la ciudad de Bagdad?,A,1,historia,10,762,780,800
¿Quién fue el presidente de Estados Unidos durante la Guerra Civil Americana?,A,1,historia,10,Abraham Lincoln,Andrew Johnson,Ulysses S. Grant
¿En qué año se proclamó la independencia de México?,A,1,historia,10,1821,1830,1840
¿Quién era el líder de la Unión Soviética durante la segunda guerra mundial?,A,1,historia,10,Josef Stalin,Leon Trotsky,Vladímir Lenin
¿En qué año se fundó la ciudad de Lima?,A,1,historia,10,1535,1600,1650
¿Quién escribió "El Príncipe"?,A,1,historia,10,Nicolás Maquiavelo,Thomas Hobbes,John Locke
¿En qué año se inició la Revolución Industrial en Inglaterra?,A,1,historia,10,1760,1780,1800
¿Quién lideró la Revolución Rusa junto a Lenin?,A,1,historia,10,León Trotsky,Aleksandr Kérensky,Nicolás II
¿En qué año se fundó la ciudad de Sidney?,A,1,historia,10,1788,1800,1820
¿Quién fue el último zar de Rusia?,A,1,historia,10,Nicolás II,Alejandro II,Alejandro III
¿En qué año se firmó el Tratado de Trianon?,A,1,historia,10,1920,1925,1930
¿Quién fue el líder de la Revolución Bolchevique?,A,1,historia,10,Vladímir Lenin,León Trotsky,Josef Stalin
¿En qué año se fundó la ciudad de Sao Paulo?,A,1,historia,10,1554,1600,1650
¿Quién era el líder de los nazis durante la segunda guerra mundial?,A,1,historia,10,Adolf Hitler,Heinrich Himmler,Hermann Göring
¿En qué año se fundó la ciudad de Bagdad?,A,1,historia,10,762,780,800
¿Quién fue el primer emperador de China?,A,1,historia,10,Qin Shi Huang,Han Wudi,Sui Yangdi
¿En qué año se inició la Revolución Mexicana?,A,1,historia,10,1910,1920,1925
¿Quién lideró la independencia de Chile?,A,1,historia,10,Bernardo O'Higgins,Manuel Rodríguez,José de San Martín
¿En qué año se fundó la ciudad de Washington D.C.?,A,1,historia,10,1790,1800,1810
¿Quién fue el último faraón de Egipto?,A,1,historia,10,Cleopatra,Ptolomeo XV,Seti I
¿En qué año se fundó la ciudad de Atenas?,A,1,historia,10,1400 a.C.,1200 a.C.,1000 a.C.
¿Quién fue el líder de la Revolución China?,A,1,historia,10,Mao Zedong,Sun Yat-sen,Chiang Kai-shek
¿En qué año se inició la Revolución Francesa?,A,1,historia,10,1789,1795,1800
¿Quién fue el primer presidente de la República Popular China?,A,1,historia,10,Mao Zedong,Sun Yat-sen,Chiang Kai-shek
¿En qué año se fundó la ciudad de Bogotá?,A,1,historia,10,1538,1600,1650
¿Quién fue el líder de la Revolución Cubana junto a Fidel Castro?,A,1,historia,10,Che Guevara,Raúl Castro,Camilo Cienfuegos
¿En qué año se firmó el Tratado de Brest-Litovsk?,A,1,historia,10,1918,1920,1925
¿Quién fue el líder de la Revolución Mexicana junto a Emiliano Zapata?,A,1,historia,10,Pancho Villa,Venustiano Carranza,Álvaro Obregón
¿En qué año se fundó la ciudad de Estambul?,A,1,historia,10,660,800,1000
¿Quién fue el primer emperador romano?,A,1,historia,10,César Augusto,Julio César,Claudio
¿En qué año se inició la Revolución Industrial en Inglaterra?,A,1,historia,10,1760,1780,1800
¿Quién lideró la independencia de Venezuela?,A,1,historia,10,Simón Bolívar,Francisco de Miranda,Antonio José de Sucre
¿En qué año se firmó el Tratado de Westfalia?,A,1,historia,10,1648,1650,1655
¿Quién fue el líder de la Revolución Rusa junto a Lenin?,A,1,historia,10,León Trotsky,Aleksandr Kérensky,Nicolás II
¿En qué año se fundó la ciudad de Praga?,A,1,historia,10,870,900,950
¿Quién fue el líder de la Revolución China?,A,1,historia,10,Mao Zedong,Sun Yat-sen,Chiang Kai-shek
¿En qué año se inició la Revolución Francesa?,A,1,historia,10,1789,1795,1800
¿Quién fue el primer presidente de la República Popular China?,A,1,historia,10,Mao Zedong,Sun Yat-sen,Chiang Kai-shek
¿En qué año se fundó la ciudad de Bogotá?,A,1,historia,10,1538,1600,1650
¿Quién fue el líder de la Revolución Cubana junto a Fidel Castro?,A,1,historia,10,Che Guevara,Raúl Castro,Camilo Cienfuegos
¿En qué año se firmó el Tratado de Brest-Litovsk?,A,1,historia,10,1918,1920,1925
¿Quién fue el líder de la Revolución Mexicana junto a Emiliano Zapata?,A,1,historia,10,Pancho Villa,Venustiano Carranza,Álvaro Obregón
¿En qué año se fundó la ciudad de Estambul?,A,1,historia,10,660,800,1000
¿Quién fue el primer emperador romano?,A,1,historia,10,César Augusto,Julio César,Claudio
¿En qué año se inició la Revolución Industrial en Inglaterra?,A,1,historia,10,1760,1780,1800
¿Quién lideró la independencia de Venezuela?,A,1,historia,10,Simón Bolívar,Francisco de Miranda,Antonio José de Sucre
¿En qué año se firmó el Tratado de Westfalia?,A,1,historia,10,1648,1650,1655
¿Quién fue el líder de la Revolución Rusa junto a Lenin?,A,1,historia,10,León Trotsky,Aleksandr Kérensky,Nicolás II
¿En qué año se fundó la ciudad de Praga?,A,1,historia,10,870,900,950
¿Quién fue el líder de la Revolución China?,A,1,historia,10,Mao Zedong,Sun Yat-sen,Chiang Kai-shek
¿En qué año se inició la Revolución Francesa?,A,1,historia,10,1789,1795,1800
¿Quién fue el primer presidente de la República Popular China?,A,1,historia,10,Mao Zedong,Sun Yat-sen,Chiang Kai-shek
¿En qué año se fundó la ciudad de Bogotá?,A,1,historia,10,1538,1600,1650
¿Quién fue el líder de la Revolución Cubana junto a Fidel Castro?,A,1,historia,10,Che Guevara,Raúl Castro,Camilo Cienfuegos
¿En qué año se firmó el Tratado de Brest-Litovsk?,A,1,historia,10,1918,1920,1925
¿Quién fue el líder de la Revolución Mexicana junto a Emiliano Zapata?,A,1,historia,10,Pancho Villa,Venustiano Carranza,Álvaro Obregón

¿En qué año se firmó el Tratado de Versalles que puso fin a la primera guerra mundial?,A,2,historia,15,1919,1920,1921
¿Quién fue el líder de la Unión Soviética durante la segunda guerra mundial?,A,2,historia,15,Joseph Stalin,Vladimir Lenin,Nikita Khrushchev
¿En qué año ocurrió la Revolución Rusa?,A,2,historia,15,1917,1920,1914
¿Quién fue el presidente de Estados Unidos durante la Guerra Civil Americana?,A,2,historia,15,Abraham Lincoln,Andrew Johnson,Ulysses S. Grant
¿En qué año se produjo la caída del Muro de Berlín?,A,2,historia,15,1989,1991,1987
¿Quién fue el líder del Tercer Reich durante la segunda guerra mundial?,A,2,historia,15,Adolf Hitler,Benito Mussolini,Hirohito
¿Cuál fue la dinastía gobernante en China durante la mayor parte del periodo imperial?,A,2,historia,15,Dinastía Qing,Dinastía Ming,Dinastía Han
¿En qué año se firmó el Tratado de Guadalupe Hidalgo que puso fin a la Guerra Mexicano-Americana?,A,2,historia,15,1848,1850,1835
¿Quién fue el líder militar francés durante las Guerras Napoleónicas?,A,2,historia,15,Napoleón Bonaparte,Louis XIV,Charles de Gaulle
¿En qué año se llevó a cabo la Revolución Francesa?,A,2,historia,15,1789,1799,1801
¿Quién fue la reina de Egipto conocida por su relación con Julio César y Marco Antonio?,A,2,historia,15,Cleopatra,Nefertiti,Hatshepsut
¿En qué año comenzó la Primera Cruzada?,A,2,historia,15,1096,1105,1083
¿Quién lideró la expedición que condujo al descubrimiento de América en 1492?,A,2,historia,15,Cristóbal Colón,Américo Vespucio,Fernando de Magallanes
¿Cuándo se fundó la ciudad de Constantinopla?,A,2,historia,15,330 d.C.,410 d.C.,280 d.C.
¿Quién fue el emperador romano conocido por construir el Muro de Adriano en Britania?,A,2,historia,15,Hadriano,Augusto,Nerón
¿En qué año se llevó a cabo la Batalla de Waterloo durante las Guerras Napoleónicas?,A,2,historia,15,1815,1808,1820
¿Quién fue el líder del movimiento por los derechos civiles en Estados Unidos durante la década de 1960?,A,2,historia,15,Martin Luther King Jr.,Malcolm X,Rosa Parks
¿En qué año se produjo la Revolución Industrial en Inglaterra?,A,2,historia,15,1760,1785,1801
¿Quién fue el fundador del Imperio Mongol y creador del mayor imperio contiguo de la historia?,A,2,historia,15,Genghis Khan,Kublai Khan,Attila
¿En qué año se promulgó la Declaración de Independencia de los Estados Unidos?,A,2,historia,15,1776,1780,1789
¿Quién fue el líder de la Revolución Cubana en 1959?,A,2,historia,15,Fidel Castro,Che Guevara,Batista
¿En qué año se llevó a cabo la Revolución Industrial en Inglaterra?,A,2,historia,15,1760,1785,1801
¿Quién fue el último zar de Rusia?,A,2,historia,15,Nicolás II,Alejandro II,Iván IV
¿En qué año se produjo el ataque a Pearl Harbor durante la segunda guerra mundial?,A,2,historia,15,1941,1943,1945
¿Quién fue el líder militar y político romano conocido por cruzar los Alpes con elefantes en la Segunda Guerra Púnica?,A,2,historia,15,Hannibal,Julio César,Alejandro Magno
¿En qué año se firmó el Tratado de Tordesillas?,A,2,historia,15,1494,1500,1488
¿Quién fue el líder militar francés durante las Guerras Napoleónicas?,A,2,historia,15,Napoleón Bonaparte,Louis XIV,Charles de Gaulle
¿En qué año se llevó a cabo la Revolución Francesa?,A,2,historia,15,1789,1799,1801
¿Quién fue el líder del Tercer Reich durante la segunda guerra mundial?,A,2,historia,15,Adolf Hitler,Benito Mussolini,Hirohito
¿Cuál fue la dinastía gobernante en China durante la mayor parte del periodo imperial?,A,2,historia,15,Dinastía Qing,Dinastía Ming,Dinastía Han
¿En qué año se llevó a cabo la Batalla de Stalingrado durante la segunda guerra mundial?,A,2,historia,15,1942,1943,1944
¿Quién fue el líder de la Revolución Mexicana en 1910?,A,2,historia,15,Porfirio Díaz,Emiliano Zapata,Pancho Villa
¿En qué año se produjo la Revolución Industrial en Inglaterra?,A,2,historia,15,1760,1785,1801
¿Quién fue el presidente de Estados Unidos durante la Guerra Civil Americana?,A,2,historia,15,Abraham Lincoln,Andrew Johnson,Ulysses S. Grant
¿En qué año se firmó el Tratado de Versalles que puso fin a la primera guerra mundial?,A,2,historia,15,1919,1920,1921
¿Quién fue el líder de la Unión Soviética durante la segunda guerra mundial?,A,2,historia,15,Joseph Stalin,Vladimir Lenin,Nikita Khrushchev
